********************************************************************* 
metricRunTimeDP: 240, 205, 217, 250, 243, 240, 269, 284, 205, 234
metricRunTimeDPSort: 5, 18, 9, 40, 17, 62, 22, 87, 28, 107
metricRunTimeDPMerge: 3, 4, 22, 7, 24, 32, 48, 10, 42, 48
metricDPError: 95, 180, 90, 91, 274, 102, 195, 85, 239, 260
metricDPStoreError: 53, 167, 167, 152, 183, 152, 152, 150, 268, 222
metricTTStoreError: 42, 13, 125, 237, 395, 254, 347, 233, 269, 330
********************************************************************* 
metricRunTimeDP: 213, 214, 223, 271, 207, 267, 264, 250, 223, 234
metricRunTimeDPSort: 5, 18, 10, 39, 16, 56, 20, 83, 27, 102
metricRunTimeDPMerge: 2, 6, 21, 8, 25, 43, 46, 11, 48, 48
metricDPError: 33, 146, 208, 169, 153, 277, 164, 147, 288, 230
metricDPStoreError: 13, 109, 156, 214, 225, 277, 277, 285, 351, 312
metricTTStoreError: 20, 37, 104, 203, 182, 122, 131, 196, 199, 214
********************************************************************* 
metricRunTimeDP: 192, 246, 204, 235, 244, 264, 239, 258, 234, 293
metricRunTimeDPSort: 5, 20, 10, 38, 16, 58, 20, 83, 29, 108
metricRunTimeDPMerge: 2, 4, 22, 7, 25, 40, 50, 12, 38, 48
metricDPError: 102, 178, 225, 130, 191, 160, 166, 261, 309, 331
metricDPStoreError: 0, 105, 225, 114, 242, 197, 217, 74, 74, 80
metricTTStoreError: 102, 73, 0, 96, 51, 43, 73, 335, 383, 319
********************************************************************* 
metricRunTimeDP: 269, 204, 188, 264, 210, 208, 214, 226, 250, 253
metricRunTimeDPSort: 4, 19, 10, 37, 14, 52, 20, 80, 27, 100
metricRunTimeDPMerge: 2, 4, 20, 7, 24, 29, 44, 12, 40, 47
metricDPError: 134, 147, 227, 316, 406, 324, 440, 271, 258, 294
metricDPStoreError: 120, 150, 171, 318, 457, 399, 460, 383, 428, 420
metricTTStoreError: 14, 75, 168, 32, 51, 75, 20, 288, 268, 314
********************************************************************* 
metricRunTimeDP: 272, 215, 264, 253, 260, 331, 240, 284, 280, 270
metricRunTimeDPSort: 5, 18, 9, 38, 16, 54, 21, 83, 28, 102
metricRunTimeDPMerge: 2, 4, 21, 7, 25, 31, 48, 11, 43, 46
metricDPError: 107, 248, 319, 180, 364, 187, 331, 186, 325, 353
metricDPStoreError: 51, 248, 332, 213, 482, 338, 430, 299, 435, 389
metricTTStoreError: 56, 0, 13, 231, 146, 151, 237, 293, 290, 222
