********************************************************************* 
metricRunTimeDP: 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
metricRunTimeDPSort: 0, 1, 2, 3, 4, 4, 6, 6, 7, 8
metricRunTimeDPMerge: 14, 21, 27, 28, 30, 32, 35, 40, 76, 45
metricRunTimePointQuery: 2, 4, 6, 8, 10, 12, 13, 16, 17, 19
metricRunTimeRangeQuery: 1, 4, 6, 8, 10, 13, 14, 16, 20, 21
metricDPErrorP: 0.5, 1.25, 2.1, 2.6, 3.175, 3.95, 4.475, 5.225, 5.95, 6.35
metricDPStoreErrorP: 0.7, 1.7, 2.8, 3.4, 4.225, 5.2, 5.725, 6.725, 7.7, 8.4
metricTTStoreErrorP: 0.25, 0.5, 0.75, 1, 1.25, 1.5, 1.75, 2, 2.25, 2.5
metricDPErrorR: 5.67561, 14.6293, 21.8366, 27.5098, 34.9122, 45.2829, 50.4268, 60.6244, 71.9293, 77.5049
metricDPStoreErrorR: 8.54878, 20.4268, 30.5366, 39.0951, 49.4049, 62.6732, 70.6878, 83.8049, 98.0122, 106.495
metricTTStoreErrorR: 2.90244, 5.80488, 8.70732, 11.6098, 14.5122, 17.4146, 20.3171, 23.2195, 26.122, 29.0244
********************************************************************* 
metricRunTimeDP: 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
metricRunTimeDPSort: 0, 1, 2, 3, 4, 4, 6, 6, 7, 8
metricRunTimeDPMerge: 14, 23, 25, 47, 32, 33, 35, 41, 41, 45
metricRunTimePointQuery: 2, 5, 8, 10, 12, 14, 16, 19, 21, 24
metricRunTimeRangeQuery: 2, 4, 7, 9, 11, 13, 15, 18, 21, 23
metricDPErrorP: 0.5, 1.25, 2.1, 2.6, 3.175, 3.95, 4.475, 5.225, 5.95, 6.35
metricDPStoreErrorP: 0.7, 1.7, 2.8, 3.4, 4.225, 5.2, 5.725, 6.725, 7.7, 8.4
metricTTStoreErrorP: 0.25, 0.5, 0.75, 1, 1.25, 1.5, 1.75, 2, 2.25, 2.5
metricDPErrorR: 5.67561, 14.6293, 21.8366, 27.5098, 34.9122, 45.2829, 50.4268, 60.6244, 71.9293, 77.5049
metricDPStoreErrorR: 8.54878, 20.4268, 30.5366, 39.0951, 49.4049, 62.6732, 70.6878, 83.8049, 98.0122, 106.495
metricTTStoreErrorR: 2.90244, 5.80488, 8.70732, 11.6098, 14.5122, 17.4146, 20.3171, 23.2195, 26.122, 29.0244
